home_page,2023-08-14 12:29:21.673344
to_list,2023-08-14 12:29:24.173348
active_list,2023-08-14 12:29:24.394722
25,2023-08-14 12:29:30.833553
25,2023-08-14 12:31:36.245142
25,2023-08-14 12:31:47.037690
25,2023-08-14 12:31:58.448695
25,2023-08-14 12:32:08.708890
25,2023-08-14 12:32:26.794163
active_list,2023-08-14 12:32:51.547401
active_list,2023-08-14 12:35:58.523422
74,2023-08-14 12:36:05.559660
28,2023-08-14 12:36:12.608204
88,2023-08-14 12:36:14.488144
78,2023-08-14 12:36:16.630054
157,2023-08-14 12:36:18.649837
150,2023-08-14 12:36:21.881004
113,2023-08-14 12:36:26.167312
209,2023-08-14 12:36:30.815792
50,2023-08-14 12:36:32.746267
17,2023-08-14 12:36:34.558509
160,2023-08-14 12:37:03.839025
54,2023-08-14 12:37:05.773500
active_list,2023-08-14 12:37:12.520242
12,2023-08-14 12:40:08.227402
active_list,2023-08-14 12:42:19.555537
active_list,2023-08-14 12:44:06.796719
active_list,2023-08-14 12:45:41.696623
25,2023-08-14 12:46:58.189546
78,2023-08-14 12:47:04.167167
165,2023-08-14 12:47:06.051597
165,2023-08-14 12:52:05.630487
finish,2023-08-14 12:52:07.494811
165,2023-08-14 12:53:04.129539
131,2023-08-14 12:53:49.921637
131,2023-08-14 12:55:08.790691
131,2023-08-14 12:55:23.646490
active_list,2023-08-14 12:55:25.922710
101,2023-08-14 12:55:29.763544
active_list,2023-08-14 12:55:32.160487
finish,2023-08-14 12:55:37.219526
6,2023-08-14 12:58:51.348963
139,2023-08-14 12:58:53.457457
117,2023-08-14 12:58:55.395336
83,2023-08-14 12:58:57.266605
232,2023-08-14 12:58:59.799276
70,2023-08-14 12:59:01.546864
active_list,2023-08-14 12:59:10.057882
8,2023-08-14 12:59:14.096122
active_list,2023-08-14 12:59:17.947206
0,2023-08-14 13:03:38.094788
28,2023-08-14 13:03:41.411910
18,2023-08-14 13:03:43.945646
active_list,2023-08-14 13:04:17.593179
active_list,2023-08-14 13:05:43.301418
active_list,2023-08-14 13:07:25.090507
0,2023-08-14 13:07:28.792842
active_list,2023-08-14 13:07:54.181386
0,2023-08-14 13:10:29.204324
59,2023-08-14 13:10:32.168571
144,2023-08-14 13:10:34.072040
250,2023-08-14 13:10:35.918244
233,2023-08-14 13:10:37.894636
227,2023-08-14 13:10:39.771345
active_list,2023-08-14 13:10:54.026141
18,2023-08-14 13:11:02.793143
active_list,2023-08-14 13:11:10.536112
