homepage,2023-11-16 02:55:03.511990
start,2023-11-16 02:55:05.806278
selecting document to label,2023-11-16 02:55:05.817686
non_active_list,2023-11-16 02:55:05.821024
selecting document to label,2023-11-16 02:55:25.466455
non_active_list,2023-11-16 02:55:25.475884
labelling document,2023-11-16 02:55:27.104689
1592,2023-11-16 02:55:27.105235
selecting document to label,2023-11-16 02:56:42.672723
non_active_list,2023-11-16 02:56:42.681142
